0,1,2,3
4,1,345.9786889,3.6175
4,1,282.0838269,3.6326
4,1,369.9512598,4.5928
4,1,296.099477,4.0227
4,1,316.0448546,3.8515
4,1,302.0292045,3.4614
4,1,254.0525268,2.8524
4,1,268.0681769,3.2425
4,1,282.0838269,3.631
4,1,296.099477,3.8786
4,1,338.0103609,4.0542
4,1,322.0399114,3.7849
4,1,354.0461397,4.123
4,1,422.0335243,5.0555
5,1,298.0787416,2.869
5,1,275.1633769,1.7739
14,6,682.3690126,3.2017
14,6,736.2520955,3.5095
14,6,696.3846626,3.3395
11,4,610.3366498,3.5159
7,2,398.1841719,2.8442
10,4,470.2165347,2.53
9,7,479.9643939,1.89597
9,8,478.9803783,1.29667
11,1,520.1481803,4.1991
5,1,429.2183049,5.9792
5,1,429.2183049,5.9792
5,1,409.2729274,5.63422
5,1,409.2729274,5.63422
5,1,409.2729274,5.63422
6,1,425.267842,5.3344
6,1,425.267842,5.3344
6,1,425.267842,5.3344
5,1,413.2478555,5.4649
5,1,463.2446619,6.3446
6,1,396.2525263,4.7208
6,1,396.2525263,4.7208
5,1,401.2136982,5.3873
5,1,401.2136982,5.3873
6,1,385.2365419,4.9188
6,2,384.2525263,4.6539
5,1,445.2729274,6.479
5,1,445.2729274,6.479
5,1,463.1793326,6.6326
5,1,423.2885774,6.1044
5,1,423.2885774,6.106
5,1,471.2885774,6.8962
5,1,363.194677,5.3556
5,1,395.2572773,5.3258
5,1,429.2183049,5.9792
6,1,399.1206043,2.7164
5,0,393.091196,3.9013
8,0,408.1233832,3.7638
6,0,413.1362543,3.3705
7,0,414.1126597,2.3422
5,0,437.0974242,4.2864
8,0,384.1233832,1.8572
5,0,469.1224961,5.5683
5,0,407.106846,3.9604
5,0,417.091196,3.8826
6,1,399.1206043,2.7164
7,0,395.0816939,2.6913
6,1,413.1362543,3.1065
7,0,413.1286441,1.9126
5,0,401.1162679,3.6936
6,1,399.1206043,2.7164
6,0,395.0704605,3.7656
5,0,383.1256897,3.744
5,0,421.1224961,4.6815
6,1,399.1206043,2.7164
5,0,429.0723524,4.1795
6,0,401.1174107,3.2636
5,0,369.1100396,3.3555
5,0,331.0755459,2.4491
6,0,347.1746103,3.3849
6,0,375.2059104,4.1635
6,0,425.2215605,4.8537
6,0,433.1902604,5.1842
6,0,347.1746103,3.3849
6,0,375.2059104,4.1635
6,0,425.2215605,4.8537
6,0,433.1902604,5.1842
7,0,349.1538748,2.6632
8,0,365.1487895,2.2472
7,1,337.1538748,1.9529
7,1,337.1538748,1.9529
7,1,323.1382248,2.1662
7,1,323.1382248,2.1662
7,1,323.1382248,2.1662
8,2,350.1491238,1.5595
6,0,321.1589602,2.76902
6,0,321.1589602,2.76902
6,0,321.1589602,2.76902
7,0,349.1538748,2.6632
8,0,365.1487895,2.2472
7,1,337.1538748,1.9529
7,1,337.1538748,1.9529
7,1,323.1382248,2.1662
7,1,323.1382248,2.1662
7,1,323.1382248,2.1662
8,2,350.1491238,1.5595
6,0,321.1589602,2.76902
6,0,321.1589602,2.76902
6,0,321.1589602,2.76902
12,6,486.0879057,1.3954
12,6,588.2287562,2.5583
12,6,576.1348559,2.9862
12,6,466.1192058,-0.1692
12,6,500.1035557,1.0731
12,6,486.0879057,1.3954
12,6,494.1505059,0.611
1,0,246.0687762,2.9768
3,0,237.116507,1.7307
5,0,222.1004423,1.7292
2,0,183.071785,1.8825
4,0,261.1364935,1.6407
3,0,233.1415788,1.90002
2,0,245.0374194,3.1278
3,1,281.1415788,2.7512
4,0,351.1834437,3.3502
3,0,253.0869564,2.245
5,1,270.1004423,3.2797
3,0,246.1488553,1.8733
3,1,339.1292999,4.2285
2,0,281.0641128,3.0954
2,0,309.0728264,3.7538
4,0,255.0929144,1.2245
5,0,368.0735546,2.796
1,0,230.0918497,3.7291
15,5,778.2187755,3.4679
9,2,564.2406413,4.5618
8,2,513.2297422,4.0136
12,3,592.2533141,3.7915
12,2,606.2689642,3.8799
13,3,667.2675843,3.0649
12,2,513.2699672,1.4756
10,2,514.2791349,2.4555
9,2,514.2249912,3.4086
13,3,735.2129619,4.369
10,2,511.2794693,2.6856
10,2,548.2634849,4.0933
11,2,576.2583995,3.3835
12,2,620.2846142,3.8088
14,3,723.2185834,3.645
14,4,751.2078765,4.0746
9,2,508.2685703,3.3471
10,3,547.2794693,3.8284
10,2,552.294785,3.7458
10,2,574.2791349,4.6071
11,2,578.2740496,4.1019
10,3,614.2915914,3.59
12,7,689.2454093,2.3226
11,2,692.3605265,6.6151
10,2,500.2634849,2.067
11,3,578.2740496,3.5856
12,2,606.2689642,3.8799
14,3,765.2235265,4.3776
15,3,793.2184412,4.1556
1,0,138.0139358,2.1168
11,3,562.2427494,3.2951
12,3,606.2689642,3.7204
9,2,547.2682359,4.6983
13,7,690.2406583,1.7176
8,2,507.2733213,3.9521
11,2,573.2587338,3.96498
12,4,597.2257195,2.2443
13,3,701.2519342,3.7156
14,4,750.2238609,4.7607
10,2,561.2951193,3.8388
4,0,334.1681279,5.1125
14,4,655.2311988,2.0309
14,4,765.2235265,3.8613
15,3,793.2184412,4.1556
16,4,808.2293402,4.5473
10,2,582.2245125,4.7467
15,4,779.2027911,4.0672
12,2,513.2699672,1.4756
13,3,639.2362841,2.2863
12,7,723.206437,2.976
13,7,638.2093582,0.99358
12,7,703.2610594,2.63102
12,7,757.232794,3.3414
12,7,725.2265657,2.6008
12,7,707.2359875,2.4617
13,7,714.2406583,2.19428
12,7,703.2610594,2.63102
10,4,568.3260851,2.6872
12,4,715.394499,3.6345
14,4,815.4469285,4.5173
14,5,759.3843283,3.2602
12,4,626.3315644,2.4027
14,4,786.4316128,3.2638
12,3,716.3785146,4.0615
11,2,618.3053497,4.5522
14,4,716.2628332,4.1073
14,9,656.2199229,-0.0447
12,7,707.2359875,2.4617
4,1,277.1677936,3.1015
10,2,498.2478348,2.9401
5,2,356.2099928,2.7523
6,1,378.1579572,4.8107
6,0,392.1736072,4.8991
9,4,573.283886,4.18084
11,3,686.1788828,3.4763
13,4,607.2642131,3.1238
10,2,489.2475005,1.8113
10,4,474.2478348,1.1236
9,2,515.299536,3.3976
8,2,499.2294058,3.2006
8,2,445.2576712,2.6582
5,0,380.2099928,3.0191
1,0,228.1514153,4.012
3,0,202.0917694,1.9869
1,0,178.1169216,3.037
12,7,655.2610594,2.126
9,1,411.1464065,1.4555
3,0,220.0823476,2.2841
3,0,206.0666976,2.209
3,0,220.0823476,2.5991
3,0,232.0823476,2.7432
12,6,759.3631989,5.38964
11,5,686.3679499,4.71174
14,9,729.384997,2.71924
12,7,701.378849,3.79464
4,0,426.0942901,6.0074
5,0,373.179027,5.17858
4,0,341.1990937,4.9622
4,0,382.1448057,5.8513
5,1,357.1940083,4.8479
4,0,394.1714991,5.9755
5,0,385.179027,5.64928
4,0,387.1868148,5.6529
5,0,359.1633769,4.98418
6,0,408.2049074,5.233
5,0,422.1664137,5.4617
5,1,364.1786926,4.6048
5,0,371.2096584,4.9363
4,0,352.2150781,5.67698
4,1,343.2147438,4.7556
5,0,408.1507636,5.6157
6,1,392.1736072,4.7396
5,0,422.1664137,5.5446
5,0,387.2409585,5.3838
3,0,373.2075502,6.1263
5,0,362.1630426,4.925
6,1,391.1895917,5.08427
6,1,405.2052417,5.27867
6,0,432.2049074,5.6888
6,0,438.1613283,5.1278
3,0,405.1303412,6.1582
3,0,361.1808568,6.0021
7,0,468.171893,5.4495
3,0,234.0979977,2.9892
6,1,406.1426127,1.6548
3,0,316.1109187,2.2751
4,1,346.1214834,1.6376
3,0,234.0979977,2.9892
1,0,212.1012715,3.4319
3,0,188.0761194,1.9118
3,0,202.0917694,2.3019
3,0,216.1074195,2.692
3,0,216.1074195,2.692
3,0,214.0917694,2.446
1,0,194.1106933,3.1363
3,0,170.0855412,1.6162
3,0,184.1011913,2.0063
3,0,198.1168413,2.3964
3,0,198.1168413,2.3964
3,0,196.1011913,2.1504
3,0,184.1011913,1.6913
6,0,370.1416384,2.9948
8,0,428.1471177,2.5364
8,1,430.1627678,2.3282
8,0,442.1627678,2.84482
8,0,506.0576298,2.9098
6,0,370.1416384,2.8507
9,0,470.1576824,3.0242
10,0,486.152597,2.078
5,1,326.1154237,3.71302
9,1,444.1420323,1.5072
5,0,234.0657102,2.0833
5,0,374.2222108,5.8402
5,0,444.3004612,7.9348
1,2,133.0891494,1.5012
3,3,177.0789786,0.956
3,2,205.1102787,1.4345
6,4,429.2052417,3.9774
2,3,163.099714,0.8637
1,2,197.0971272,2.7032
1,2,197.0971272,2.7032
1,2,245.0971272,3.4499
1,2,259.1127773,3.5359
1,2,259.1127773,3.5359
1,2,197.0971272,2.7032
1,2,259.1127773,3.5359
3,3,261.0976633,2.5246
1,2,183.0814771,2.3131
1,2,245.0971272,3.4499
1,2,245.0971272,3.4499
1,2,211.1127773,3.0933
1,2,309.1284273,4.6891
1,2,273.1284273,3.926
1,2,183.0814771,2.3131
1,2,275.0076393,3.4657
1,2,231.0581548,3.3566
1,2,265.0845118,3.722
1,2,215.0877054,2.8423
2,2,227.1076919,2.7118
1,2,265.0845118,3.722
1,2,231.0581548,3.3566
1,2,215.0877054,2.8423
1,2,275.0076393,3.4657
1,2,231.0581548,3.3566
1,2,275.0076393,3.4657
1,2,351.0389394,4.6885
1,2,351.0389394,4.6885
1,2,307.089455,4.5794
1,2,291.1190055,4.0651
1,2,373.0232893,5.3656
1,2,329.0738049,5.2565
1,2,373.0232893,5.3656
1,2,313.1033554,4.7422
1,2,329.0738049,5.2565
1,2,337.0232893,4.2984
1,2,293.0738049,4.1893
1,2,277.1033554,3.675
1,2,323.0076393,4.2124
1,2,279.0581548,4.1033
2,2,281.0794264,3.6018
1,2,292.9982174,3.6048
1,2,215.0877054,2.8423
4,1,331.1120903,2.9239
3,0,363.1171757,4.5898
3,0,363.1171757,4.5898
4,1,393.1277404,3.9523
4,1,393.1277404,3.9523
4,1,407.1433904,4.3424
4,1,407.1433904,4.3424
13,7,818.4091015,4.5108
2,1,274.9979472,-1.493
2,1,289.0135972,-1.18458
3,1,305.0085119,-1.4844
5,1,319.9830254,-1.5848
2,1,292.9885254,-1.3539
2,1,289.0135972,-1.8153
2,1,303.0292473,-1.7728
2,1,267.0292473,-2.0729
2,1,255.0292473,-2.2154
2,1,212.9822971,-3.3857
4,2,313.0347266,-2.3721
4,0,324.0094618,1.602
2,0,331.9570323,5.7054
6,2,384.0305911,0.3238
6,0,564.1244915,5.2774
10,0,526.1048187,1.7356
2,0,311.9883324,4.3764
6,2,412.0618912,1.104
8,0,421.9271887,5.5218
6,0,440.0931914,2.4122
6,2,427.999291,3.778
4,0,380.072062,3.156
4,0,420.0094618,4.7356
6,0,592.1557916,5.89424
6,0,636.1244915,6.8036
4,0,343.9781616,3.5444
6,2,384.0305911,0.3238
8,2,500.1143207,1.1372
8,0,440.0204204,0.6852
4,2,295.9781616,0.2906
6,0,412.0618912,1.632
6,0,692.3748925,9.434
6,0,536.0931914,4.4972
6,0,524.1870918,4.7528
6,0,412.0618912,1.632
2,0,340.0196325,5.1566
2,0,368.0509326,5.6486
4,0,352.0407619,2.379
2,0,368.0509326,5.9368
6,0,440.0931914,2.4122
4,0,391.9781616,5.7226
6,0,412.0618912,1.632
6,0,484.0618912,4.735
8,2,411.9891202,0.5084
4,0,432.1033621,4.2244
2,0,231.9257321,3.399
4,0,352.0407619,2.3822
10,0,554.1361188,2.5158
6,0,564.1244915,5.11404
4,0,333.9475302,4.4954
6,0,468.1244915,3.1924
6,0,440.0931914,2.4122
8,0,468.0517205,1.4654
2,0,396.0822328,6.4288
2,0,404.1380908,5.4708
2,0,418.1537408,5.77922
2,0,438.0991184,6.1242
2,0,438.0991184,6.1242
2,0,482.0486028,6.2333
3,0,434.1486555,5.4794
3,0,446.1486555,5.6734
4,0,503.2065047,5.9528
2,0,460.200691,6.7683
2,0,472.1254754,6.4896
5,0,449.123169,5.379
8,0,494.1082472,5.2872
8,0,342.0456469,2.1274
8,0,329.0140125,2.2122
8,0,341.0140125,2.5449
7,0,327.0347479,3.3659
7,0,344.9911688,2.9288
7,0,355.066048,4.1429
7,0,313.0190978,2.9758
7,0,411.0347479,5.7183
7,0,423.1286483,5.8474
7,0,363.0347479,4.012
7,0,377.050398,4.4021
7,0,375.0347479,3.9383
7,0,439.066048,5.5824
8,0,404.061297,3.7022
8,0,418.0769471,3.6978
7,0,417.0816981,4.8347
8,0,444.0925971,4.211
8,0,432.0925971,4.2588
8,0,494.1082472,5.3648
8,0,495.9874591,4.4603
8,0,474.1395473,4.9953
12,4,696.0953166,1.334
10,7,357.201219,-1.4609
4,2,223.1208434,1.1108
3,0,198.0350652,0.8591
3,0,226.0663653,1.9853
6,1,369.1576228,2.3684
6,1,383.1732729,2.7585
6,1,397.188923,3.1486
6,1,307.1419728,1.0745
9,2,461.1586855,3.3522
9,2,475.1743355,3.7423
8,1,407.1514919,1.047
4,0,268.0017144,1.7152
3,0,212.0507152,1.379
3,0,198.0350652,1.12502
3,0,212.0507152,1.43344
4,0,214.0299798,0.8252
5,0,244.0405445,0.8338
3,0,251.9414704,2.1234
3,0,234.0350652,1.9698
11,3,460.0965169,0.0586
8,3,421.11077,2.2706
9,3,468.0562116,1.7659
9,3,462.0467898,1.9237
3,0,217.9804428,1.47
5,3,262.1317424,1.2204
6,3,298.0953569,1.6701
7,3,314.1841719,0.5316
6,2,399.204573,1.7403
6,2,399.204573,1.7403
7,2,396.1685219,1.9967
7,2,486.2154721,3.6096
7,2,486.2154721,3.6096
7,2,396.1685219,1.9967
7,1,401.1605153,2.5544
13,5,491.2016129,-2.0859
11,3,574.3366498,2.1372
13,5,491.2016129,-2.0859
13,4,596.2482287,0.7199
19,7,693.2493509,-1.4102
11,3,574.3366498,2.1372
4,0,278.1518092,2.0634
5,1,296.1623739,1.4243
4,1,280.1674592,1.8568
9,3,560.2522515,3.3331
9,3,560.2522515,3.3331
9,2,558.2366014,3.5413
9,2,558.2366014,3.5413
7,2,481.1113371,4.3277
3,1,182.0379223,1.3502
3,1,164.0473441,1.2111
4,1,194.0579088,1.2197
18,7,693.2857364,-1.114
18,7,693.2857364,-1.114
8,3,428.012017,2.9264
8,3,428.012017,2.9264
6,2,360.1586259,4.00994
5,0,340.1223206,3.37884
5,0,322.1317424,3.23974
5,0,322.1317424,3.23974
5,0,340.1223206,3.37884
6,2,360.1586259,4.00994
2,0,262.1027508,3.8976
4,1,180.0422587,1.3101
2,0,182.0401506,2.3338
4,0,298.1238802,3.356
2,0,196.0558006,2.7239
2,0,210.0714507,3.114
2,0,248.0871008,3.5075
2,0,264.1184009,4.4504
2,0,258.0714507,3.9042
2,0,276.1184009,4.2877
2,0,238.1027508,3.8942
4,0,296.1082301,3.4374
2,0,220.0558006,2.7273
2,0,224.0871008,3.5041
2,0,234.0714507,3.1174
3,0,246.1255944,3.1843
2,0,272.0871008,3.9467
3,0,268.1133155,3.5207
2,0,276.1184009,4.2861
4,1,282.0925801,3.349
2,0,206.0401506,2.3372
2,0,314.0785012,3.3301
2,0,262.1027508,3.8976
2,0,266.1340509,4.6744
2,0,330.0289129,4.6593
2,0,378.0150488,4.6994
2,0,252.1184009,4.2843
3,0,250.1568946,3.9611
2,0,250.1027508,4.0367
4,1,268.07693,2.9589
3,0,282.1289656,3.6899
2,0,316.0132629,4.2692
2,0,196.0558006,2.7239
2,0,216.0011782,2.5527
3,0,263.188529,4.0185
2,0,264.1184009,4.4268
2,0,340.0132629,4.2726
2,0,259.9506626,2.7088
2,0,286.1027508,4.3368
2,0,280.149701,5.0645
2,0,294.1653511,5.4546
3,1,254.0976654,2.8666
2,0,248.17763,4.5149
3,0,268.1133155,3.5207
3,0,302.0976654,4.1731
2,0,236.0118851,2.8762
3,0,249.0823497,3.39788
2,0,276.1184009,4.2877
3,2,277.1136498,2.8364
6,2,313.0950226,1.9967
6,2,327.1106726,2.2427
6,2,327.1106726,2.2427
6,2,403.1419728,3.4655
7,2,343.1055873,1.6216
7,2,343.1055873,1.6216
6,1,327.1106726,2.3389
6,1,403.1419728,3.9093
6,1,339.1106726,2.3389
6,1,401.1263227,3.6959
10,1,570.2390817,5.1728
2,1,213.9629416,1.9698
2,0,227.9785916,2.2728
4,1,271.9684209,1.7276
2,1,137.9316414,0.4659
1,0,197.9680269,2.2642
1,0,154.0185425,2.1081
2,1,169.0294416,1.8639
2,1,183.0450916,2.17232
3,1,199.0400062,1.8725
2,0,198.9632759,1.6592
3,2,186.0083718,1.5193
4,0,242.9531052,2.1724
1,0,273.9993271,3.9312
1,0,247.983677,3.4174
2,0,275.0171626,4.0547
2,1,183.0450916,1.5416
1,0,215.9586051,2.4033
1,0,172.0091207,2.2472
5,1,214.0145198,1.7721
2,1,149.0607417,1.1415
1,0,265.9554116,3.283
8,5,281.0924175,-1.0991
2,1,187.0200197,2.003
1,0,189.9996989,2.3863
2,1,161.0607417,1.284
1,0,247.983677,3.4174
7,4,251.0818528,-0.4616
2,1,217.0294416,4.1893
3,0,293.0010339,4.3492
8,5,297.0628669,-0.8298
2,0,224.978926,2.8564
5,2,418.0753406,2.6736
5,2,370.0892047,2.6335
8,1,460.0746173,2.9493
8,4,369.9661841,-2.2473
11,5,467.9230928,-1.9912
4,1,228.0189364,1.5715
10,2,566.1635338,4.6117
10,2,578.0883182,4.333
7,2,479.1315054,3.71442
7,2,497.1220836,3.85352
10,2,498.1009335,3.09002
10,2,526.1322337,3.86862
10,2,524.1165836,3.62262
10,2,528.0915117,3.4533
10,2,544.0619612,3.9676
10,2,542.1071618,3.76172
9,4,522.1373191,2.81332
10,2,540.0870331,4.13692
10,2,538.1322337,3.8766
14,6,587.0750708,-0.457
3,1,317.9891563,3.6294
13,6,633.0958062,1.4448
16,12,641.1921066,-2.0794
8,4,418.9228634,0.6589
8,4,418.9228634,0.6589
8,4,359.0029295,0.2335
8,5,341.0123513,-0.6737
7,4,267.0523022,-0.1923
7,4,311.0017867,-0.0362
7,4,358.9879226,0.0039
8,3,486.1571017,4.69792
8,5,388.9984872,-0.6336
7,4,394.083268,3.3737
8,2,435.1230489,4.3528
10,2,582.1043047,2.9896
9,2,557.1090557,3.11792
9,2,510.1373191,4.20252
7,2,493.1471555,4.02284
10,2,538.1322337,3.93104
10,4,558.1043047,2.36182
10,2,596.1199547,3.24358
11,2,527.1274826,2.93682
9,2,605.0857334,4.0253
10,2,512.1165836,3.39844
10,4,622.0514318,3.7835
